turn 0
loadtime 3000
turntime 1000
rows 112
cols 112
turns 1000
viewradius2 55
attackradius2 5
spawnradius2 1
player_seed 42
ready
turn 1
a 40 93 0
a 44 85 0
a 45 90 0
a 45 97 0
a 47 90 0
a 48 98 0
f 40 99
f 55 98
go
turn 222
h 37 90 0
a 39 93 0
a 44 84 0
a 44 90 0
a 45 98 0
a 47 89 0
a 47 98 0
f 40 99
go
turn 223
h 37 90 0
a 39 92 0
a 43 84 0
a 43 90 0
a 45 99 0
a 46 98 0
a 47 90 0
f 40 99
go
turn 224
h 37 90 0
a 39 91 0
a 42 90 0
a 44 84 0
a 45 98 0
a 46 99 0
a 47 89 0
f 40 99
go
turn 225
h 37 90 0
a 39 90 0
a 41 90 0
a 44 85 0
a 46 98 0
a 46 100 0
a 47 88 0
f 40 99
go
turn 226
h 37 90 0
a 39 91 0
a 41 91 0
a 44 86 0
a 45 98 0
a 45 100 0
a 47 87 0
f 40 99
go
turn 227
h 37 90 0
a 39 90 0
a 41 90 0
a 45 86 0
a 45 97 0
a 46 100 0
a 47 88 0
f 40 99
go
turn 228
h 37 90 0
a 38 90 0
a 42 90 0
a 44 86 0
a 46 97 0
a 47 100 0
a 48 88 0
f 31 89
f 40 99
go
turn 229
h 37 90 0
a 37 90 0
a 42 89 0
a 45 86 0
a 46 96 0
a 46 100 0
a 48 89 0
f 31 89
f 40 99
go
turn 230
h 37 90 0
a 38 90 0
a 42 90 0
a 45 87 0
a 45 96 0
a 47 89 0
a 47 100 0
f 31 89
f 40 99
go
turn 231
h 37 90 0
a 39 90 0
a 43 90 0
a 45 86 0
a 45 95 0
a 48 89 0
a 48 100 0
f 40 99
f 55 98
go
turn 232
w 54 105
w 55 103
h 37 90 0
a 39 91 0
a 42 90 0
a 44 86 0
a 45 96 0
a 47 89 0
a 48 101 0
f 40 99
go
turn 233
h 37 90 0
a 39 92 0
a 42 89 0
a 43 86 0
a 45 97 0
a 47 88 0
a 47 101 0
f 40 99
go
turn 234
h 37 90 0
a 40 92 0
a 42 90 0
a 44 86 0
a 44 97 0
a 47 102 0
a 48 88 0
f 40 99
go
turn 235
h 37 90 0
a 41 90 0
a 41 92 0
a 43 97 0
a 44 85 0
a 46 102 0
a 48 89 0
f 40 99
go
turn 236
h 37 90 0
a 41 93 0
a 42 90 0
a 44 86 0
a 44 97 0
a 47 102 0
a 48 88 0
f 40 99
go
turn 237
h 37 90 0
a 41 92 0
a 42 89 0
a 44 85 0
a 44 98 0
a 47 101 0
a 48 87 0
f 40 99
go
turn 238
h 37 90 0
a 41 91 0
a 42 90 0
a 44 86 0
a 44 99 0
a 47 87 0
a 47 102 0
f 40 99
go
turn 239
h 37 90 0
a 41 90 0
a 42 91 0
a 44 98 0
a 45 86 0
a 46 87 0
a 46 102 0
f 40 99
go
turn 240
h 37 90 0
a 40 90 0
a 42 92 0
a 43 98 0
a 45 87 0
a 45 102 0
a 46 88 0
f 40 99
go
turn 241
h 37 90 0
a 41 90 0
a 42 91 0
a 43 97 0
a 45 88 0
a 45 101 0
a 46 89 0
f 40 99
go
turn 242
h 37 90 0
a 42 90 0
a 43 91 0
a 43 98 0
a 45 89 0
a 45 100 0
a 46 88 0
f 40 99
go
turn 243
h 37 90 0
a 42 91 0
a 43 90 0
a 43 99 0
a 45 88 0
a 46 89 0
a 46 100 0
f 40 99
go
turn 244
h 37 90 0
a 41 91 0
a 42 90 0
a 43 100 0
a 45 87 0
a 46 90 0
a 46 101 0
f 40 99
go
turn 245
h 37 90 0
a 41 90 0
a 41 92 0
a 43 101 0
a 45 86 0
a 45 90 0
a 45 101 0
f 40 99
go
turn 246
h 37 90 0
a 40 90 0
a 41 93 0
a 43 100 0
a 45 91 0
a 45 100 0
a 46 86 0
f 40 99
go
turn 247
h 37 90 0
a 39 90 0
a 40 93 0
a 42 100 0
a 44 91 0
a 45 86 0
a 45 99 0
f 40 99
go
turn 248
h 37 90 0
a 38 90 0
a 40 94 0
a 42 101 0
a 44 86 0
a 44 99 0
a 45 91 0
f 31 89
f 40 99
go
turn 249
h 37 90 0
a 38 89 0
a 40 93 0
a 43 101 0
a 45 86 0
a 45 90 0
a 45 99 0
f 31 89
f 40 99
go
turn 250
h 37 90 0
a 38 90 0
a 41 93 0
a 42 101 0
a 44 90 0
a 45 87 0
a 46 99 0
f 31 89
f 40 99
go
turn 251
h 37 90 0
a 38 91 0
a 41 92 0
a 42 100 0
a 44 89 0
a 46 87 0
a 46 98 0
f 31 89
f 40 99
go
turn 252
h 37 90 0
a 38 92 0
a 41 91 0
a 42 101 0
a 44 88 0
a 46 88 0
a 46 97 0
f 40 99
go
turn 253
h 37 90 0
a 38 91 0
a 41 90 0
a 42 100 0
a 45 88 0
a 46 87 0
a 46 98 0
f 31 89
f 40 99
go
turn 254
h 37 90 0
a 37 91 0
a 42 90 0
a 42 99 0
a 45 87 0
a 45 98 0
a 46 88 0
f 31 89
f 40 99
go
turn 255
h 37 90 0
a 37 90 0
a 42 91 0
a 43 99 0
a 44 98 0
a 45 86 0
a 45 88 0
f 31 89
f 40 99
go
turn 256
h 37 90 0
a 38 90 0
a 42 90 0
a 42 99 0
a 43 98 0
a 44 88 0
a 45 87 0
f 31 89
f 40 99
go
turn 257
h 37 90 0
a 37 90 0
a 41 99 0
a 43 90 0
a 43 99 0
a 44 89 0
a 45 86 0
f 31 89
go
turn 258
h 37 90 0
a 37 90 0
a 37 91 0
a 42 99 0
a 43 91 0
a 44 88 0
a 44 99 0
a 45 85 0
f 31 89
go
turn 259
h 37 90 0
a 38 90 0
a 38 91 0
a 41 99 0
a 43 92 0
a 44 100 0
a 45 88 0
a 46 85 0
f 31 89
go
turn 260
h 37 90 0
a 37 91 0
a 38 91 0
a 40 99 0
a 43 91 0
a 44 99 0
a 45 85 0
a 45 87 0
f 31 89
go
turn 261
h 37 90 0
a 37 90 0
a 39 91 0
a 39 99 0
a 43 92 0
a 44 98 0
a 45 86 0
a 46 87 0
f 31 89
go
turn 262
h 37 90 0
a 38 90 0
a 39 92 0
a 39 98 0
a 43 93 0
a 44 99 0
a 45 87 0
a 46 86 0
f 31 89
go
turn 263
h 37 90 0
a 39 90 0
a 39 91 0
a 39 99 0
a 43 92 0
a 43 99 0
a 45 86 0
a 46 85 0
go
turn 264
h 37 90 0
a 38 91 0
a 40 90 0
a 40 99 0
a 43 93 0
a 43 98 0
a 45 85 0
a 46 86 0
f 31 89
go
turn 265
h 37 90 0
a 37 91 0
a 40 98 0
a 41 90 0
a 43 92 0
a 43 97 0
a 46 85 0
a 47 86 0
f 31 89
go
turn 266
h 37 90 0
a 37 90 0
a 40 97 0
a 42 90 0
a 43 91 0
a 43 98 0
a 45 85 0
a 47 87 0
f 31 89
go
turn 267
h 37 90 0
a 38 90 0
a 41 97 0
a 42 91 0
a 43 90 0
a 43 97 0
a 45 84 0
a 46 87 0
f 31 89
go
turn 268
h 37 90 0
a 38 91 0
a 41 98 0
a 42 90 0
a 44 90 0
a 44 97 0
a 45 83 0
a 45 87 0
f 31 89
go
turn 269
h 37 90 0
a 39 91 0
a 42 91 0
a 42 98 0
a 43 97 0
a 44 89 0
a 45 84 0
a 45 88 0
go
turn 270
h 37 90 0
a 38 91 0
a 41 91 0
a 41 98 0
a 43 98 0
a 44 90 0
a 45 83 0
a 46 88 0
f 31 89
go
turn 271
h 37 90 0
a 38 90 0
a 40 98 0
a 41 92 0
a 43 97 0
a 44 89 0
a 46 83 0
a 47 88 0
f 31 89
go
turn 272
h 37 90 0
a 38 89 0
a 40 97 0
a 42 92 0
a 43 98 0
a 44 90 0
a 46 82 0
a 47 87 0
f 31 89
go
turn 273
h 37 90 0
a 38 90 0
a 39 97 0
a 42 91 0
a 43 97 0
a 44 89 0
a 45 82 0
a 48 87 0
f 31 89
go
turn 274
h 37 90 0
a 38 89 0
a 40 97 0
a 42 90 0
a 43 98 0
a 44 82 0
a 45 89 0
a 47 87 0
f 31 89
go
turn 275
h 37 90 0
a 38 90 0
a 41 90 0
a 41 97 0
a 44 83 0
a 44 98 0
a 45 90 0
a 47 86 0
f 31 89
go
turn 276
h 37 90 0
a 38 89 0
a 40 97 0
a 42 90 0
a 44 82 0
a 44 90 0
a 45 98 0
a 48 86 0
f 31 89
go
turn 277
h 37 90 0
a 38 90 0
a 40 98 0
a 43 82 0
a 43 90 0
a 45 90 0
a 46 98 0
a 48 87 0
f 31 89
go
turn 278
h 37 90 0
a 39 90 0
a 39 98 0
a 42 82 0
a 44 90 0
a 45 89 0
a 46 99 0
a 47 87 0
go
turn 279
h 37 90 0
a 38 98 0
a 40 90 0
a 41 82 0
a 44 91 0
a 46 89 0
a 46 100 0
a 47 86 0
go
turn 280
h 37 90 0
a 38 99 0
a 40 91 0
a 42 82 0
a 43 91 0
a 45 100 0
a 47 87 0
a 47 89 0
go
turn 281
h 37 90 0
a 38 98 0
a 40 92 0
a 42 83 0
a 43 90 0
a 45 99 0
a 47 88 0
a 48 87 0
go
turn 282
h 37 90 0
a 39 98 0
a 41 92 0
a 43 83 0
a 43 91 0
a 46 99 0
a 48 86 0
a 48 88 0
go
turn 283
h 37 90 0
a 38 98 0
a 41 91 0
a 42 91 0
a 44 83 0
a 46 98 0
a 48 85 0
a 48 89 0
go
turn 284
h 37 90 0
a 39 98 0
a 41 90 0
a 43 83 0
a 43 91 0
a 46 99 0
a 47 89 0
a 49 85 0
go
turn 285
w 54 79
w 55 80
w 56 81
h 37 90 0
a 40 98 0
a 41 91 0
a 42 91 0
a 43 84 0
a 45 99 0
a 47 90 0
a 50 85 0
go
turn 286
w 55 79
w 56 80
w 57 88
w 57 89
w 58 87
h 37 90 0
a 40 91 0
a 40 97 0
a 41 91 0
a 43 83 0
a 45 98 0
a 48 90 0
a 51 85 0
go
turn 287
w 55 78
w 56 79
w 57 80
h 37 90 0
a 39 91 0
a 40 91 0
a 41 97 0
a 43 84 0
a 46 98 0
a 48 91 0
a 51 84 0
go
turn 288
w 57 79
w 58 80
w 58 88
w 59 86
h 37 90 0
a 39 90 0
a 40 92 0
a 41 98 0
a 44 84 0
a 47 98 0
a 48 92 0
a 52 84 0
go
turn 289
w 57 90
w 58 79
w 58 89
w 59 80
w 59 87
w 59 88
h 37 90 0
a 38 90 0
a 40 93 0
a 41 97 0
a 45 84 0
a 48 91 0
a 48 98 0
a 53 84 0
f 31 89
f 55 98
go
turn 290
w 57 91
w 58 90
w 59 89
h 37 90 0
a 37 90 0
a 39 93 0
a 40 97 0
a 45 83 0
a 48 99 0
a 49 91 0
a 53 85 0
f 31 89
f 55 98
go
turn 291
w 58 91
w 59 90
h 37 90 0
a 37 91 0
a 38 93 0
a 39 97 0
a 45 84 0
a 48 91 0
a 48 98 0
a 53 86 0
f 31 89
f 55 98
go
turn 292
w 58 92
w 59 91
w 60 89
w 60 90
h 37 90 0
a 38 91 0
a 38 92 0
a 39 98 0
a 45 83 0
a 47 91 0
a 48 99 0
a 54 86 0
f 31 89
f 55 98
go
turn 293
h 37 90 0
a 38 90 0
a 38 93 0
a 40 98 0
a 45 84 0
a 47 92 0
a 48 98 0
a 53 86 0
f 31 89
f 55 98
go
turn 294
h 37 90 0
a 38 89 0
a 39 93 0
a 40 97 0
a 46 84 0
a 47 91 0
a 48 97 0
a 54 86 0
f 31 89
f 55 98
go
turn 295
h 37 90 0
a 38 90 0
a 40 93 0
a 40 98 0
a 46 85 0
a 46 91 0
a 49 97 0
a 53 86 0
f 31 89
f 55 98
go
turn 296
h 37 90 0
a 37 90 0
a 39 98 0
a 41 93 0
a 46 90 0
a 47 85 0
a 48 97 0
a 53 85 0
f 31 89
f 55 98
go
turn 297
w 60 81
h 37 90 0
a 38 90 0
a 40 93 0
a 40 98 0
a 47 84 0
a 47 90 0
a 47 97 0
a 54 85 0
f 31 89
go
turn 298
w 59 79
w 60 80
w 61 81
h 37 90 0
a 38 89 0
a 39 98 0
a 40 92 0
a 46 84 0
a 46 90 0
a 46 97 0
a 55 85 0
f 31 89
go
turn 299
w 59 92
h 37 90 0
a 38 90 0
a 38 98 0
a 40 93 0
a 45 84 0
a 46 91 0
a 46 96 0
a 55 86 0
f 31 89
go
turn 300
w 58 93
w 60 92
h 37 90 0
a 38 99 0
a 39 90 0
a 41 93 0
a 45 91 0
a 46 84 0
a 46 95 0
a 56 86 0
go
turn 301
w 60 79
w 61 80
w 62 81
h 37 90 0
a 38 100 0
a 40 90 0
a 42 93 0
a 45 92 0
a 46 83 0
a 46 94 0
a 56 85 0
go
turn 302
w 30 102
w 31 104
h 37 90 0
a 37 100 0
a 39 90 0
a 41 93 0
a 44 92 0
a 46 95 0
a 47 83 0
a 55 85 0
go
turn 303
w 59 78
h 37 90 0
a 37 99 0
a 38 90 0
a 40 93 0
a 45 92 0
a 46 94 0
a 47 84 0
a 55 84 0
f 31 89
go
turn 304
w 61 79
w 62 80
h 37 90 0
a 37 100 0
a 38 91 0
a 40 92 0
a 45 94 0
a 46 92 0
a 48 84 0
a 56 84 0
f 31 89
go
turn 305
w 30 103
w 31 105
w 61 78
w 62 79
w 63 80
w 63 81
h 37 90 0
a 37 101 0
a 39 91 0
a 40 93 0
a 44 94 0
a 47 84 0
a 47 92 0
a 57 84 0
go
turn 306
h 37 90 0
a 37 100 0
a 38 91 0
a 39 93 0
a 45 94 0
a 46 84 0
a 47 93 0
a 56 84 0
f 31 89
go
turn 307
h 37 90 0
a 37 99 0
a 39 91 0
a 40 93 0
a 45 95 0
a 46 85 0
a 47 92 0
a 56 85 0
go
turn 308
h 37 90 0
a 37 100 0
a 39 92 0
a 40 94 0
a 45 94 0
a 46 92 0
a 47 85 0
a 56 84 0
go
turn 309
h 37 90 0
a 37 101 0
a 39 91 0
a 40 93 0
a 44 94 0
a 47 86 0
a 47 92 0
a 56 83 0
f 58 76
f 60 77
go
turn 310
w 29 102
w 29 103
w 30 104
w 30 105
h 37 90 0
a 36 101 0
a 39 90 0
a 39 93 0
a 45 94 0
a 47 87 0
a 48 92 0
a 55 83 0
go
turn 311
w 28 103
w 29 104
w 29 105
h 37 90 0
a 35 101 0
a 39 91 0
a 40 93 0
a 46 94 0
a 47 86 0
a 48 91 0
a 55 84 0
go
turn 312
w 27 103
w 28 97
w 28 104
w 28 105
w 29 96
h 37 90 0
a 34 101 0
a 39 90 0
a 40 92 0
a 47 85 0
a 47 94 0
a 48 90 0
a 55 85 0
go
turn 313
w 28 96
w 29 95
h 37 90 0
a 34 100 0
a 38 90 0
a 40 91 0
a 46 85 0
a 47 95 0
a 48 89 0
a 56 85 0
f 31 89
go
turn 314
w 28 95
h 37 90 0
a 34 99 0
a 38 89 0
a 40 92 0
a 46 86 0
a 47 94 0
a 49 89 0
a 56 84 0
f 31 89
go
turn 315
w 27 96
w 28 94
h 37 90 0
a 34 98 0
a 38 90 0
a 40 91 0
a 46 87 0
a 47 93 0
a 48 89 0
a 56 85 0
f 31 89
go
turn 316
h 37 90 0
a 35 98 0
a 37 90 0
a 39 91 0
a 47 87 0
a 48 93 0
a 49 89 0
a 57 85 0
f 31 89
go
turn 317
h 37 90 0
a 34 98 0
a 38 90 0
a 40 91 0
a 46 87 0
a 47 93 0
a 48 89 0
a 56 85 0
f 31 89
go
turn 318
h 37 90 0
a 34 99 0
a 38 89 0
a 41 91 0
a 46 88 0
a 47 94 0
a 48 88 0
a 55 85 0
f 31 89
go
turn 319
h 37 90 0
a 34 98 0
a 38 90 0
a 41 90 0
a 46 87 0
a 47 95 0
a 48 89 0
a 55 86 0
f 31 89
go
turn 320
w 26 96
w 26 97
w 27 94
w 27 95
h 37 90 0
a 33 98 0
a 39 90 0
a 42 90 0
a 45 87 0
a 46 95 0
a 48 90 0
a 55 85 0
go
turn 321
w 26 95
w 27 93
w 28 92
h 37 90 0
a 33 97 0
a 40 90 0
a 41 90 0
a 46 87 0
a 46 94 0
a 48 91 0
a 55 84 0
go
turn 322
h 37 90 0
a 33 98 0
a 39 90 0
a 41 91 0
a 46 88 0
a 46 93 0
a 47 91 0
a 54 84 0
go
turn 323
h 37 90 0
a 33 97 0
a 38 90 0
a 41 90 0
a 46 89 0
a 46 91 0
a 46 94 0
a 54 85 0
f 31 89
go
turn 324
h 37 90 0
a 33 98 0
a 38 91 0
a 40 90 0
a 45 89 0
a 45 91 0
a 46 95 0
a 55 85 0
f 31 89
go
turn 325
h 37 90 0
a 34 98 0
a 37 91 0
a 40 89 0
a 44 91 0
a 46 89 0
a 46 94 0
a 56 85 0
f 31 89
go
turn 326
h 37 90 0
a 33 98 0
a 38 91 0
a 40 90 0
a 44 92 0
a 45 94 0
a 47 89 0
a 55 85 0
f 31 89
go
turn 327
h 37 90 0
a 33 97 0
a 37 91 0
a 39 90 0
a 44 94 0
a 45 92 0
a 47 88 0
a 55 86 0
f 31 89
go
turn 328
h 37 90 0
a 33 98 0
a 37 92 0
a 38 90 0
a 44 93 0
a 45 93 0
a 47 89 0
a 55 85 0
f 31 89
go
turn 329
h 37 90 0
a 33 99 0
a 38 91 0
a 38 92 0
a 43 93 0
a 44 93 0
a 46 89 0
a 56 85 0
f 31 89
go
turn 330
w 27 104
h 37 90 0
a 33 100 0
a 37 92 0
a 39 91 0
a 43 92 0
a 45 93 0
a 46 88 0
a 56 86 0
f 31 89
go
turn 331
h 37 90 0
a 34 100 0
a 38 92 0
a 39 90 0
a 43 91 0
a 46 93 0
a 47 88 0
a 55 86 0
go
turn 332
h 37 90 0
a 34 99 0
a 37 92 0
a 40 90 0
a 43 90 0
a 46 88 0
a 46 94 0
a 55 85 0
f 31 89
go
turn 333
h 37 90 0
a 34 98 0
a 37 91 0
a 40 89 0
a 42 90 0
a 45 88 0
a 46 95 0
a 56 85 0
f 31 89
go
turn 334
h 37 90 0
a 35 98 0
a 37 92 0
a 40 90 0
a 42 89 0
a 45 87 0
a 45 95 0
a 57 85 0
f 31 89
go
turn 335
w 64 81
h 37 90 0
a 35 99 0
a 37 93 0
a 41 90 0
a 42 90 0
a 45 96 0
a 46 87 0
a 58 85 0
f 31 89
go
turn 336
w 59 93
w 60 93
h 37 90 0
a 35 100 0
a 37 94 0
a 40 90 0
a 41 90 0
a 45 97 0
a 46 88 0
a 58 86 0
go
turn 337
h 37 90 0
a 35 101 0
a 37 93 0
a 40 89 0
a 40 90 0
a 45 88 0
a 45 98 0
a 58 85 0
f 31 89
go
turn 338
w 63 79
w 64 80
h 37 90 0
a 34 101 0
a 38 93 0
a 40 90 0
a 40 91 0
a 45 99 0
a 46 88 0
a 59 85 0
go
turn 339
w 63 78
w 64 79
h 37 90 0
a 35 101 0
a 38 92 0
a 40 91 0
a 41 91 0
a 46 89 0
a 46 99 0
a 59 84 0
f 60 77
go
turn 340
h 37 90 0
a 34 101 0
a 39 92 0
a 40 92 0
a 42 91 0
a 46 88 0
a 46 100 0
a 60 84 0
f 60 77
go
turn 341
w 26 103
w 27 105
h 37 90 0
a 33 101 0
a 39 91 0
a 40 91 0
a 42 92 0
a 45 100 0
a 47 88 0
a 60 83 0
f 58 76
f 60 77
go
turn 342
w 25 103
w 26 104
h 37 90 0
a 32 101 0
a 39 90 0
a 40 92 0
a 43 92 0
a 46 100 0
a 48 88 0
a 59 83 0
f 58 76
f 60 77
go
turn 343
h 37 90 0
a 32 100 0
a 38 90 0
a 39 92 0
a 42 92 0
a 45 100 0
a 48 89 0
a 59 82 0
f 31 89
f 58 76
f 60 77
go
turn 344
h 37 90 0
a 33 100 0
a 38 89 0
a 40 92 0
a 41 92 0
a 46 100 0
a 48 90 0
a 60 82 0
f 31 89
f 58 76
f 60 77
go
turn 345
h 37 90 0
a 32 100 0
a 38 90 0
a 41 92 0
a 42 92 0
a 46 99 0
a 48 91 0
a 60 83 0
f 31 89
f 58 76
f 60 77
go
turn 346
h 37 90 0
a 32 101 0
a 38 91 0
a 40 92 0
a 41 92 0
a 45 99 0
a 48 90 0
a 60 84 0
f 31 89
f 60 77
go
turn 347
h 37 90 0
a 32 100 0
a 38 90 0
a 41 91 0
a 41 92 0
a 44 99 0
a 48 89 0
a 61 84 0
f 31 89
f 60 77
go
turn 348
h 37 90 0
a 33 100 0
a 39 90 0
a 41 90 0
a 41 93 0
a 45 99 0
a 47 89 0
a 61 83 0
f 60 77
go
turn 349
h 37 90 0
a 33 101 0
a 39 91 0
a 40 90 0
a 41 92 0
a 45 98 0
a 47 90 0
a 60 83 0
f 58 76
f 60 77
go
turn 350
h 37 90 0
a 32 101 0
a 39 90 0
a 39 92 0
a 41 91 0
a 46 90 0
a 46 98 0
a 59 83 0
f 58 76
f 60 77
go
turn 351
h 37 90 0
a 32 100 0
a 39 93 0
a 40 90 0
a 41 92 0
a 45 90 0
a 46 97 0
a 59 84 0
f 60 77
go
turn 352
h 37 90 0
a 33 100 0
a 38 93 0
a 40 91 0
a 40 92 0
a 45 91 0
a 47 97 0
a 60 84 0
f 60 77
go
turn 353
h 37 90 0
a 34 100 0
a 38 94 0
a 39 91 0
a 40 91 0
a 45 90 0
a 47 96 0
a 59 84 0
f 60 77
go
turn 354
h 37 90 0
a 34 99 0
a 37 94 0
a 39 92 0
a 41 91 0
a 45 91 0
a 48 96 0
a 60 84 0
f 55 98
f 60 77
go
turn 355
h 37 90 0
a 33 99 0
a 38 94 0
a 39 91 0
a 40 91 0
a 46 91 0
a 47 96 0
a 59 84 0
f 60 77
go
turn 356
h 37 90 0
a 32 99 0
a 38 91 0
a 38 93 0
a 40 92 0
a 46 92 0
a 47 97 0
a 59 85 0
f 31 89
go
turn 357
w 26 94
h 37 90 0
a 32 98 0
a 38 92 0
a 39 91 0
a 40 91 0
a 45 92 0
a 48 97 0
a 60 85 0
f 55 98
go
turn 358
h 37 90 0
a 32 99 0
a 38 91 0
a 39 92 0
a 40 92 0
a 45 93 0
a 47 97 0
a 59 85 0
f 31 89
go
turn 359
h 37 90 0
a 32 100 0
a 38 90 0
a 38 92 0
a 39 92 0
a 44 93 0
a 48 97 0
a 58 85 0
f 31 89
f 55 98
go
turn 360
h 37 90 0
a 32 101 0
a 37 92 0
a 38 89 0
a 40 92 0
a 44 94 0
a 48 98 0
a 58 84 0
f 31 89
f 55 98
f 60 77
go
turn 361
h 37 90 0
a 32 100 0
a 37 93 0
a 38 90 0
a 40 93 0
a 44 93 0
a 48 99 0
a 57 84 0
f 31 89
f 55 98
go
turn 362
h 37 90 0
a 33 100 0
a 37 92 0
a 38 89 0
a 40 92 0
a 43 93 0
a 48 100 0
a 58 84 0
f 31 89
f 55 98
f 60 77
go
turn 363
h 37 90 0
a 33 101 0
a 38 90 0
a 38 92 0
a 41 92 0
a 44 93 0
a 47 100 0
a 59 84 0
f 31 89
f 60 77
go
turn 364
h 37 90 0
a 33 100 0
a 38 91 0
a 39 92 0
a 41 91 0
a 43 93 0
a 48 100 0
a 60 84 0
f 31 89
f 55 98
f 60 77
go
turn 365
h 37 90 0
a 33 101 0
a 37 91 0
a 40 91 0
a 40 92 0
a 42 93 0
a 48 99 0
a 61 84 0
f 31 89
f 55 98
f 60 77
go
turn 366
h 37 90 0
a 33 100 0
a 37 92 0
a 40 91 0
a 41 91 0
a 41 93 0
a 49 99 0
a 60 84 0
f 31 89
f 55 98
f 60 77
go
turn 367
h 37 90 0
a 33 101 0
a 37 91 0
a 39 91 0
a 40 91 0
a 40 93 0
a 48 99 0
a 59 84 0
f 31 89
f 55 98
f 60 77
go
turn 368
h 37 90 0
a 34 101 0
a 37 90 0
a 39 90 0
a 40 92 0
a 40 94 0
a 47 99 0
a 59 85 0
f 31 89
go
turn 369
h 37 90 0
a 34 100 0
a 37 91 0
a 38 90 0
a 40 91 0
a 40 93 0
a 47 100 0
a 58 85 0
f 31 89
go
turn 370
h 37 90 0
a 33 100 0
a 37 90 0
a 38 91 0
a 40 92 0
a 41 93 0
a 47 101 0
a 59 85 0
f 31 89
go
turn 371
h 37 90 0
a 33 99 0
a 38 90 0
a 38 92 0
a 40 93 0
a 42 93 0
a 46 101 0
a 59 84 0
f 31 89
f 60 77
go
turn 372
h 37 90 0
a 34 99 0
a 37 90 0
a 38 91 0
a 41 93 0
a 42 92 0
a 47 101 0
a 58 84 0
f 31 89
f 60 77
go
turn 373
h 37 90 0
a 34 100 0
a 38 90 0
a 38 92 0
a 41 92 0
a 42 93 0
a 48 101 0
a 57 84 0
f 31 89
go
turn 374
h 37 90 0
a 33 100 0
a 38 91 0
a 38 93 0
a 42 92 0
a 43 93 0
a 47 101 0
a 57 83 0
f 31 89
f 58 76
f 60 77
go
turn 375
h 37 90 0
a 33 101 0
a 38 90 0
a 39 93 0
a 42 93 0
a 44 93 0
a 47 102 0
a 57 84 0
f 31 89
go
turn 376
h 37 90 0
a 32 101 0
a 37 90 0
a 40 93 0
a 42 92 0
a 43 93 0
a 46 102 0
a 57 85 0
f 31 89
go
turn 377
h 37 90 0
a 32 100 0
a 37 91 0
a 40 94 0
a 43 92 0
a 44 93 0
a 45 102 0
a 57 84 0
f 31 89
go
turn 378
h 37 90 0
a 32 101 0
a 38 91 0
a 40 93 0
a 43 93 0
a 45 93 0
a 45 101 0
a 56 84 0
f 31 89
go
turn 379
h 37 90 0
a 32 100 0
a 37 91 0
a 40 94 0
a 43 92 0
a 45 94 0
a 45 100 0
a 57 84 0
f 31 89
go
turn 380
h 37 90 0
a 33 100 0
a 38 91 0
a 40 93 0
a 42 92 0
a 45 95 0
a 45 101 0
a 56 84 0
f 31 89
go
turn 381
h 37 90 0
a 32 100 0
a 38 92 0
a 40 94 0
a 43 92 0
a 45 94 0
a 45 102 0
a 55 84 0
go
turn 382
h 37 90 0
a 32 101 0
a 37 92 0
a 40 93 0
a 43 93 0
a 44 102 0
a 45 95 0
a 55 85 0
f 31 89
go
turn 383
w 24 102
w 24 103
w 25 104
w 25 105
h 37 90 0
a 31 101 0
a 38 92 0
a 40 92 0
a 42 93 0
a 44 101 0
a 45 96 0
a 55 86 0
go
turn 384
w 57 94
h 37 90 0
a 31 100 0
a 39 92 0
a 41 92 0
a 42 92 0
a 44 100 0
a 45 97 0
a 55 87 0
go
turn 385
w 25 95
w 58 94
h 37 90 0
a 31 99 0
a 38 92 0
a 41 93 0
a 42 93 0
a 43 100 0
a 45 96 0
a 56 87 0
go
turn 386
w 26 93
w 27 92
h 37 90 0
a 31 98 0
a 38 91 0
a 41 92 0
a 42 100 0
a 43 93 0
a 45 97 0
a 56 86 0
f 31 89
go
turn 387
h 37 90 0
a 31 99 0
a 38 92 0
a 42 92 0
a 42 93 0
a 43 100 0
a 46 97 0
a 55 86 0
go
turn 388
h 37 90 0
a 31 100 0
a 38 93 0
a 42 93 0
a 43 93 0
a 43 101 0
a 45 97 0
a 54 86 0
go
turn 389
h 37 90 0
a 31 99 0
a 39 93 0
a 41 93 0
a 43 100 0
a 44 93 0
a 45 98 0
a 54 87 0
go
turn 390
h 37 90 0
a 31 100 0
a 39 92 0
a 40 93 0
a 44 100 0
a 45 93 0
a 45 97 0
a 54 88 0
go
turn 391
w 58 95
w 59 94
h 37 90 0
a 31 101 0
a 38 92 0
a 39 93 0
a 43 100 0
a 45 92 0
a 45 98 0
a 54 89 0
go
turn 392
w 57 96
w 59 95
w 60 94
h 37 90 0
a 31 100 0
a 37 92 0
a 39 92 0
a 43 99 0
a 44 92 0
a 45 97 0
a 55 89 0
f 31 89
go
turn 393
h 37 90 0
a 32 100 0
a 38 92 0
a 39 93 0
a 44 91 0
a 44 99 0
a 45 98 0
a 55 88 0
go
turn 394
h 37 90 0
a 33 100 0
a 38 93 0
a 39 92 0
a 44 90 0
a 44 100 0
a 45 97 0
a 54 88 0
go
turn 395
h 37 90 0
a 33 99 0
a 37 93 0
a 40 92 0
a 44 99 0
a 45 90 0
a 45 96 0
a 55 88 0
f 31 89
go
turn 396
h 37 90 0
a 33 98 0
a 37 94 0
a 40 91 0
